AT1G06580.1	Q9SHK2
AT1G56350.1	F4I532,A0A178WD49
AT1G56420.1	A0A654EUS2,Q9C7X6
AT5G40520.2	A0A654G6V4,F4KHE3
AT1G27090.1	A0A178W3A8,Q9LFX8
AT1G27070.1	Q9LFY0
AT2G47890.1	O82256-1,A0A384L5Q3,C0SV95
AT5G62090.1	Q94BP0,A0A5S9YG89
AT5G62570.2	C0SVV6-1
AT4G16144.1	A0A2H1ZEN3
AT2G19460.1	A0A178VLQ4,O64580
AT2G02750.1	Q1PFA6
AT3G01150.1	Q9MAC5-1,A0A384LJ51,B9DFT7
AT3G01350.1	Q9SRI2
AT5G47400.1	F4JX48
AT3G06100.1	Q8LAI1,A0A178V7E3
AT1G13290.1	Q9FX68,A0A654EBG5
AT5G41460.1	Q9FN55
AT1G70610.1	Q8RY46,A0A178W3D9
AT3G24810.1	Q9LRY0
AT5G61440.1	Q9XFI1,A0A5S9YGK7
AT5G19460.1	Q8VXZ0,A0A654G2J4
AT5G19470.1	P0C026-1
AT2G46480.1	Q9ZPZ1
AT2G17510.2	F4INI6
AT4G18920.1	A0A178V434,Q1PE68
AT1G54400.1	A0A178WE02,F4HWW7
AT3G45020.1	A0A654FCV9,Q9LXH3
AT4G21880.1	O49711,A0A178UWX3
AT3G58070.1	Q84WI0,A0A178V7D1
AT1G60660.1	O22704,A0A5S9WRA3
AT3G16200.1	Q9LU25
AT2G22670.4	F4IKE6
AT1G05260.1	O23044,Q0WSR2
AT5G40470.1	Q9FI63
AT3G02850.1	Q9M8S6,A0A178VHK5
AT1G71990.1	Q9C8W3,Q0V7Y9
AT5G05740.1	Q9FFK3-1
AT5G17410.2	Q9C5H9-2,A0A5S9Y5S1
AT3G56210.5	F4IZD3
AT1G60995.1	Q8GWG6,A0A178WMM3
AT3G63250.1	Q9M1W4-1
AT1G07380.1	F4HQM3-1
AT5G18440.1	Q5BPJ1,A0A178UB40
AT1G17650.1	F4I907,A0A178WM95
AT5G11860.1	Q9LYI7,A0A654G0C0
AT4G30250.1	F4JPK8
AT2G45320.1	F4IW50
AT2G26790.1	O81028,A0A178VQE9
AT5G57345.1	Q8LAD4,A0A178URW0
AT1G80390.1	A0A2H1ZEF6
AT2G22460.1	A0A7G2ECD2,Q84RJ3
AT2G25100.1	Q9SEZ6-1,A0A178VWK2
AT2G18465.1	A0A178VW70,Q8L763
AT4G33470.1	Q941D6,A0A178V1U6
AT5G51545.1	F4KDA6,A0A178UB28
AT3G52200.2	F4J5T2
AT2G35980.1	Q9SJ52,A0A5S9X4W8
AT5G14000.1	A0A5S9Y3X7,Q9FFX5
AT1G03150.1	Q8LGI8,A0A178WDM9
AT2G25580.1	Q680H3,A0A178VVM1
AT5G43630.1	Q9FIX7
AT5G38840.1	A0A654G6N3,Q0WW94
AT5G53180.1	Q9FGL9-1,A0A654GB15
AT3G24860.1	Q9LRX5,A0A5S9XFD8
AT5G67290.1	A0A654GEX8,Q9FN21
AT1G04530.1	Q8VZ31
AT1G62640.1	P49243
AT4G28030.1	Q94AC8-1,A0A178V1N3
AT5G42330.1	Q6GKX1
AT5G42420.1	Q9FIH5-1,A0A178UR04
AT3G21740.1	Q9LSZ0,Q1EC50
AT1G22930.1	O23129
AT1G61760.1	Q9SYB2
AT3G12650.1	A0A384KMZ3,Q9LTX0
AT5G62990.1	Q9FM53
AT4G16700.1	Q84V22
AT4G14300.1	Q8W034,A0A5S9XS80
AT5G40850.1	Q42606
AT4G33180.1	A0A178UY55,B5X0N4
AT3G03773.2	F4J2B8
AT5G01160.1	Q9LFC0,A0A384KW62
AT3G15350.1	A0A384L5J0,Q9LE60
AT1G79060.1	A0A654EQ95,O64545
AT1G67510.1	O64794
AT4G19420.1	Q6DBP4-1,A0A654FQW0
AT1G78770.1	B3DNN5,A0A5S9WVK3
AT3G55420.1	A0A654FGY1,Q9M2T7
AT4G01897.1	Q8LC12
AT3G04980.1	Q9CAW2
AT1G36390.1	Q9C8X4,A0A5S9WM58
AT1G65410.1	Q9AT00,A0A5S9WPK7
AT5G37680.1	Q8W4C8,A0A5S9Y8S8
AT1G32170.1	Q38908
AT3G50700.1	Q9SCQ6
AT5G06590.1	A0A178UL20,Q8GYE1
AT4G16460.1	A0A178UUJ9,Q1PE76
AT3G57810.2	Q8LBZ4-1,A0A384L6P8
AT1G80240.1	Q9SSB7,A0A178WD80
AT4G14590.1	O23315
AT3G06483.1	Q9SBJ1,A0A178VP66
AT3G06530.2	F4JAY0
AT2G26270.1	A0A178VZL0,F4ITP1
AT4G16060.1	F4JKZ9
AT2G25810.1	O82316,A0A178VQH3
AT3G47490.1	Q9SN88
AT3G55760.1	Q5EAH9,A0A384KQH0
AT5G08650.1	Q9FNM5,A0A178USI8
AT3G04260.1	F4J3M2
AT4G01120.1	P42775
AT1G10620.1	Q9SGY7,A0A178W8M0
AT2G46320.1	F4II70,A0A5S9X878
AT4G38260.1	A0A7G2F6T1,F4JTM0
AT1G24560.1	Q8LPK7
AT4G15840.1	F4JKX0
AT5G25550.1	Q4PSE6
AT2G31040.1	O82279,A0A178VTF2
AT5G45970.1	Q38903,A0A178UDV3
AT3G10070.1	Q9SR71,A0A5S9XAS5
AT1G61640.1	A0A178W573,Q8L6Y8
AT4G20160.1	O65430
AT1G64890.1	Q9XIQ7,A0A7G2E6F4
AT3G18260.1	Q9LJQ5
AT5G48650.1	Q84JH2,A0A5S9YCC8
AT2G20670.1	A0A654EUJ9,Q9SIU5
AT5G20935.1	F4K6X0
AT3G56550.1	Q9LXY5
AT1G64850.1	A0A178WGJ4,Q9XIR0
AT2G41945.3	F4ILY0
AT1G02970.1	Q8L4H0
AT5G07670.1	A0A654FZ87,B9DG93,Q8VYT5
AT5G35220.1	Q949Y5,A0A5S9YAJ9
AT5G24800.1	Q9FUD3,A0A178UG19
AT1G30090.1	Q9C6Z0
AT3G56640.1	Q9LXX6,A0A178V8H8
AT1G58200.1	Q8L7W1,A0A7G2E1T4
AT5G63520.1	Q9FMV0,A0A654GE04
AT3G05390.1	A0A7G2EME4,Q9MA52
AT3G48440.1	Q9STM4
AT2G21630.1	Q9SIJ7,A0A178VR60
AT5G65570.1	Q9LSL8,A0A178UD35
AT1G63160.1	Q9CAM7,A0A178WFQ7
AT3G16760.1	A0A654F7W2,Q6NMH5
AT4G08920.1	Q43125
AT5G23100.1	Q9FN45
AT1G69770.1	Q94F88,A0A654EMJ3
AT1G29780.1	A2RVS1
AT5G02710.1	Q9LZ14
AT2G20990.3	F4IFM6,A0A5S9X041
AT2G21010.1	F4IFM9
AT4G00770.1	A0A5S9XPF1,Q147G2
AT1G66480.1	Q6NLC8-1
AT3G18670.1	F4J8U1
AT5G51690.1	Q8GYY0,Q570P9
AT5G51660.1	Q9FGR0,A0A5S9YFE2
AT2G14170.1	Q0WM29-1
AT1G02060.1	O81908,A0A178W3L0
AT3G48110.1	Q8L785-1
AT5G38520.2	F4KBJ3
AT3G02890.1	F4IYH6,A0A5S9X9M7
AT1G07700.3	Q9C5C5-2
AT5G11490.2	F4JXV9
AT5G11540.1	Q9LYD8,A0A7G2F9Y9
AT1G22770.1	Q9SQI2,A0A654ED90,Q68KJ4
AT5G54570.1	Q9FIU7
AT4G23890.1	Q9T0A4,A0A178V0R5
AT5G09950.1	Q9FIB2
AT1G50730.1	F4I6L0
AT3G10700.1	Q8VYG2,A0A178V5L4
AT1G30570.1	Q9SA72
AT5G53930.1	A0A178UHW3,Q9FN33
AT5G53940.1	A0A384LPQ9,Q67YD0,Q9FN32
AT2G40570.1	A0A178VP24,Q7Y230
AT2G41690.1	O22230
AT5G66675.1	Q8GW16
AT1G54770.1	A0A384KZR6,Q84K05
AT5G30495.1	A0A178UKZ6,F4KCY1
AT3G01370.1	Q8L7C2,A0A5S9X873
AT5G42710.1	Q9FMZ3
AT5G20380.1	Q3E9A0,A0A7G2FFD2
AT1G71860.1	O82656-1,A0A5S9WRJ2
AT2G45520.1	A0A178VWY9,O64632
AT2G20180.2	Q8GZM7-1
AT5G10710.1	A0A7G2FDR2,Q8GUP4
AT4G17010.1	Q94AX0
AT1G55120.1	Q67XZ3-1,A0A5S9WM16
AT1G50430.1	Q9LDU6-1,A0A384L6G7,Q0WU95
AT5G22830.1	Q058N4,A0A178ULQ2
AT1G07230.1	Q8L7Y9,A0A654E9I2
AT3G25500.1	Q9SE97,A0A178VBY1
AT4G01970.1	Q9SYJ4,A0A654FL60
AT5G41920.1	Q9FHZ1
AT5G41870.1	Q9FJ27
AT4G28990.2	F4JM55
AT4G30900.1	A0A384LCE2,F4JR41
AT5G17490.1	Q9LF53
AT2G20590.1	Q6DR04-1
AT5G06080.1	Q9LHS8,A0A178UJQ4
AT2G05310.1	Q9SJ31
AT4G13500.1	A0A5S9XRX7,Q9T0H1
AT2G18030.1	Q9SL43-1,A0A178W246
AT4G13530.1	A0A178V012,Q67ZR8
AT2G29530.3	F4IKQ3
AT4G22940.1	F4JMQ0
AT1G28690.1	Q1PFQ9,A0A178W8D0
AT5G06180.1	A0A178UEN3,Q8LGK6
AT3G53140.1	Q9SCP7,A0A384KW10
AT3G04160.2	Q9M8X2-2
AT4G31350.1	A0A384LM49,Q8GS18
AT1G06910.1	A0A178W486,Q6R0E4
AT1G10450.1	A0A178WJA6,A0A384LLL4
AT3G21350.2	F4IXJ7-1
AT5G19860.1	A0A654G2U1,Q7XA63
AT5G19840.2	F4K2M8
AT5G52580.2	F4KG91
AT5G52560.1	Q9C5I1
AT3G08790.1	Q9C9Y1,A0A178VAU5
AT2G32350.1	A0A5S9X3S1,F4ITP6
AT2G36720.1	Q8RWG0
AT4G12650.1	F4JRE0,A0A178UTX6
AT1G54610.2	Q9ZVM9-1,A0A178WNF1
AT3G07930.3	Q0IGK1-1
AT5G03990.1	Q93XY4
AT5G02850.1	Q9LZ00,A0A178UPY5
AT1G61010.1	Q9C952,A0A178WGJ2
AT1G48990.1	Q9M9A1
AT1G07320.1	O50061-1,A0A384KN11,Q0WW46
AT3G54220.1	Q9M384,A0A654FFN7
AT1G69060.1	Q8RWZ0
AT1G68030.1	F4HVK3
AT2G44430.1	O64877
AT4G24170.1	F4JQ51,A0A5S9XVC0
AT4G16970.1	Q0WPK0
AT1G33470.1	A0A178W8E2,Q67YS0
AT1G33500.1	F4HR83
AT1G73880.1	Q9C9B0
AT5G04900.1	Q8LEU3,A0A178UDW6
AT5G04860.1	Q9FMC4
AT3G04340.1	F4J3N2
AT3G51040.1	Q9SD42,A0A654FG17
AT3G51050.1	F4J381,A0A654FER5
AT2G24490.1	Q9ZQ19,A0A178VTA7
AT5G52110.1	Q9FJ81
AT1G63430.2	F4I233
AT2G04780.1	Q9SJ81,A0A654ETI4
AT3G51150.2	F4J394-1,A0A654FES7
AT3G01380.1	F4JD48
AT1G21340.1	A0A384LHH8,C0SUW9,P68349
AT5G36880.2	B9DGD6-1,A0A5S9YAV2
AT1G62810.1	Q8H1H9
AT3G43670.1	Q9M2B9
AT5G51510.1	A0A178UIM4,Q9FHN3
AT1G73110.1	A0A5S9WTY3,Q9AST9
AT3G48195.1	F4JDV4
AT2G15790.1	Q9C566
AT1G75310.1	Q9FWS1-2
AT5G14100.1	Q8LEF6,A0A178UMS8
AT1G31010.1	Q9FYJ2,A0A178WH61
AT1G62840.1	A0A654EM60,Q9SI67
AT4G14520.1	Q6NML5,A0A178UWW9
AT1G66810.1	Q9C9N3
AT1G29100.1	Q9LP41
AT1G08390.1	Q8RX36,A0A654E9G2
AT3G57320.1	A0A384L5I8,Q9M2L5
AT3G19270.1	A0A2H1ZEH7
AT3G13225.2	F4JC80
AT5G51990.1	Q9FJ93,A0A654GB52,B2BJ26
AT5G15720.1	Q8LFJ9,A0A178UQB0
AT3G24840.1	F4J7S8,A0A178VKM5
AT2G46250.1	A0A5S9X7F0,O82344
AT1G53120.1	A0A178WMQ3,Q93YQ0
AT5G06850.1	Q9FL59,A0A178UK77
AT1G65710.1	Q5XVH5
AT1G68800.1	A0AQW4,A0A7G2E4B1
AT2G40720.1	Q7XJN6
AT3G12620.1	Q9LHJ9,A0A178VMK5
AT3G12370.1	A0A384KKH5,Q9LHH1
AT1G76050.2	Q3ECD0-1
AT3G04500.1	A0A384L7F3,Q9M837
AT5G01310.1	A0A2H1ZE58
AT2G22870.1	O81004,A0A178VYL6
AT2G27610.1	Q9ZUW3
AT2G24220.1	A0A178VV71,Q9ZUH3
AT5G49555.1	A0A178UB47,F4K658
AT5G66350.1	Q9XGX0,A0A654GEM0
AT1G79080.1	A3KPF8,A0A654EQA4
AT4G29060.1	Q9SZD6-1
AT1G21710.1	Q9FNY7,A0A178WC14
AT1G61415.1	A0A178W2P1,B3H7F0
AT1G61450.1	A0A654ELI1,F4HTL4
AT1G79540.1	Q9SAJ5,A0A654EQF9
AT2G33770.1	Q8VY10-1,A0A654EZY1
AT1G74880.1	Q9S829,A0A654EP16
AT2G03420.1	A0A654ET57,Q9ZQ78
AT1G28150.1	Q9FZ89,A0A654EEF6
AT5G12440.1	Q94CJ8,A0A5S9Y460
AT4G16440.1	Q94CL6,A0A178V110
AT3G15590.1	Q9LRP6
AT5G06510.1	A0A178URE3,Q8LFU0-1
AT3G05680.2	F4J8G7,A0A7G2EIN6
AT4G27110.1	Q9T045,A0A178V4R6
AT1G49540.2	F4I1S8
AT4G35985.1	F4JNX2,A0A178V1R9
AT3G50770.1	Q8L3R2
AT5G13610.1	Q9FNB2
AT2G26590.1	O48726,A0A178VY31
AT2G17020.1	Q9SDA8
AT3G56870.1	Q5XVA1
AT1G48120.1	Q9LNG5,A0A178WKK5
AT4G35590.1	O81791
AT5G01270.2	F4K802
AT5G61250.1	Q8L608,A0A384LHC0,B9DH99
AT1G20480.1	Q84P25
AT5G03540.3	F4KGM7
AT1G23200.1	O49298,A0A654EC85
AT1G71720.1	Q9M9H4-1,A0A178WGI8
AT2G27330.1	A0A178VUQ5,Q1ECN0
AT1G64680.1	A0A178W447,Q9SGU7
AT5G47240.1	Q8L7W2,A0A5S9YBU1
AT2G41950.1	A0A178VY50,O23684
AT5G20090.1	Q949R9-1,A0A178UR79
AT5G51740.1	Q9FLI5
AT3G47800.1	Q9STT3
AT1G15810.1	A0A654EFC9,Q9LMQ3
AT2G15780.1	Q9XIL1
AT5G04620.2	Q8GW43-1,A0A178U769
AT3G50660.1	O64989
AT3G05340.1	Q9MA85
AT5G63840.1	Q9FN05,A0A654GDY8
AT1G56590.1	F4I562,A0A654EP65
AT3G07120.1	Q9SFU2
AT1G79190.1	A0A654ERX8,F4IDJ4
AT3G24630.1	Q9LJ43
AT3G25180.1	Q9LSF8-1
AT1G21560.2	A0A384LKJ3,Q9LPK4
AT2G26230.1	O04420
AT2G41200.1	A0A178W0D8,O80667
AT1G11320.1	A0A654E8W4,Q9SXB7
AT4G39710.1	Q9SCY3-1,A0A178UXR8
AT1G26330.2	F4IE60
AT4G12420.1	Q9SU40,A0A178V188
AT1G01780.1	Q1ECF5,A0A178WGL7
AT5G10440.1	Q0WQN9
AT4G31920.1	O49397,A0A384KXN7,Q0WRZ4
AT1G07725.1	Q9LQP9
AT4G28850.1	Q9SVV2,A0A178URX5
AT1G05690.1	Q9SYL0-1
AT2G21990.1	A0A654EWK9,Q9SJ00
AT3G09220.1	Q9SR40,A0A5S9XAC7
AT2G13370.1	F4IV99
AT2G11000.1	F4IRD3
AT3G48900.2	Q9M2Z3-1,A0A654FFF1
AT1G33265.1	Q8LPG1,A0A178WC30
AT5G26340.1	Q94AZ2,A0A178UHA7
AT5G26030.1	P42043,A0A178UJK8
AT3G51290.2	F4J3B2
AT3G52290.1	Q9FT53,A0A384LAZ6
AT2G23700.1	O64832
AT5G60600.1	F4K0E8-1,A0A178UN53
AT2G47770.1	O82245,A0A178W1Q1
AT1G27760.3	F4HUS5,A0A178WAC4
AT2G48030.1	A0A178VXZ5,Q9ZU86
AT5G62040.1	Q9FIT4,A0A654GD71
AT1G18490.1	Q1G3U6-1,A0A178WCP3
AT1G03830.2	F4I2I5,A0A178WGP9
AT1G03250.2	F4I0U6
AT5G62530.1	Q8VZC3,A0A654GDC0
AT3G14770.1	Q9LH79,A0A178VM79
AT3G14750.1	Q93V84,A0A178VMZ8
AT3G53350.1	Q8VYU8-1,A0A178VBU9
AT4G19660.1	Q5ICL9
AT1G20560.1	F4HUK6-1
AT1G20575.1	Q9LM93,A0A178WDF9
AT1G42990.1	Q9C7S0-1
AT4G08230.1	A0A7G2EY04,Q8VY68
AT4G32620.2	F4JV27
AT5G12460.1	Q1PDX3
AT2G24790.1	Q9SK53-1,A0A654EVT8
AT2G26690.1	Q9SZY4
AT2G31440.1	Q8L9G7,A0A178VZJ0
AT5G03370.1	A0A654FXY8,Q9LZF2
AT4G23020.2	F4JMR3
AT4G17020.3	F4JND0
AT2G44920.2	O22160-1,A0A178VSS7
AT3G17880.1	Q8VWG7-1,A0A7G2ER26
AT1G50450.1	A0A178W6N9,Q94BZ0
AT4G02550.3	F4JHK5
AT4G02640.2	O22763-3,A0A5S9XPC0
AT3G25530.1	Q9LSV0-1,A0A178VK60
AT5G41850.1	A0A178UQ10,Q9FJ29
AT1G64385.1	Q8GUH9
AT5G02010.1	Q9LZN0
AT4G03240.1	Q9ZR07,A0A178V3B4
AT5G50750.1	Q9LUE6,A0A384KVV6,W8QN51
AT4G30840.1	Q24JJ9
AT1G31910.1	Q9C6T1-1
AT5G38890.1	A0A654G6B9,A2RVT9
AT3G11260.1	Q8H1D2,A0A384KT15,C0SVA6
AT5G13400.1	Q9LYR6
AT4G13600.1	F4JT39
AT5G53440.1	Q9LV05
AT1G62850.2	Q84JF2
AT4G39470.1	A0A178UTJ0,Q94A56
AT1G54350.1	Q6NLC1,A0A178WMA2
AT3G47430.1	Q9STY0
AT5G13690.1	Q9FNA3
AT5G37660.2	Q0WPN8-1
AT1G80600.1	Q9M8M7
AT2G39010.1	Q9ZV07,A0A178VZ30
AT1G61870.1	Q8LE47
AT3G16290.1	A8MPR5
AT3G24220.1	Q9LRM7,A0A7G2EN28
AT4G26466.1	B3GS44,A0A7G2F0U3
AT2G19640.2	Q9ZUM9-1
AT5G53860.4	F4JYQ8
AT1G25230.1	Q8VYU7,A0A178W1Q8
AT5G60150.1	F4JXH5
AT1G79790.1	Q84VZ1,A0A178WFR0
AT3G08960.1	F4IYK6
AT1G71760.2	Q5BPV4
AT5G52230.1	Q9LTJ8
AT4G12750.1	A0A2H1ZEL5
AT4G04955.1	Q94AP0
AT4G04920.1	F4JGZ1-1,A0A654FLS5
AT4G33620.1	Q0WKV8,A0A384KJM0,G8XR47
AT4G34340.1	Q9SYZ9
AT1G62710.1	Q39044,A0A178W0Z7
AT3G22780.1	Q9LUI3,A0A654F9R9
AT3G54030.1	Q9M324,A0A178VAE8
AT5G11760.1	A0A654G0B1,Q9LYF4
AT2G15090.1	Q4V3C9,A0A5S9WY70
AT1G64430.1	Q8VYZ8
AT3G63500.2	Q84TI3-1
AT1G63020.1	Q9LQ02
AT1G30680.1	B5X582
AT1G26220.1	Q9C666,A0A178W407
AT3G24740.1	A0A654FBP6,Q9LRY5
AT5G48520.1	Q0WQE7
AT2G44410.1	A0A7G2EDZ8,Q6NLR3
AT2G45380.1	F4IG49
AT5G13920.1	Q9FFY2
AT2G26180.1	O64852,A0A178VX58
AT5G41150.1	Q9LKI5-1,A0A5S9Y9X6,Q2F6I1
AT1G50890.1	F4I6M4
AT1G66160.1	Q9C8D1-1
AT4G14870.1	O23342,A0A178UZ24
AT4G14890.1	O23344,A0A178USA2
AT3G23175.1	A0A384K8W5,Q8GYI3
AT1G02740.1	Q4V3E2,A0A5S9S9A6
AT3G12050.1	A0A384LMS3,Q9LHL7
AT5G57900.1	Q9FDX1,A0A5S9YF21
AT1G71490.1	Q9C9I6-1
AT4G04180.1	A0A5S9XQC7,F4JGS0
AT2G27660.1	Q9ZUW8
AT1G65080.1	Q8L718
AT1G01350.1	Q8GX84,C0SUR6
AT5G06420.1	Q9FNG6,A0A5S9Y1W5
AT4G30360.1	Q8L7Z0,A0A384KXR0,Q0WUI2
AT5G43250.1	Q9FHS0,A0A5S9YAH7
AT1G44970.1	Q96512,A0A5S9WMH4,Q0WR53
AT2G28090.1	Q9ZUV1
AT3G01435.1	Q6ID77,A0A178VMQ0
AT3G23160.1	A0A384L5C3,Q9LTD4
AT5G50210.1	Q9FGS4,A0A178UIT6
AT3G52180.1	Q9FEB5-1,A0A178VES0
AT2G40280.1	Q9SIZ3
AT3G59430.1	Q9LX28
AT5G58260.1	Q9LVM2-1,A0A178UG88
AT5G58370.2	A0A654GC29,B9DFZ2
AT1G07960.1	Q8GYD1,A0A178WDX4
AT2G32630.1	Q8S8P6
AT4G01570.1	Q8VZE4
AT3G09540.1	A0A654FG30,Q9SF49
AT1G23710.1	Q9ZUC4
AT3G60660.1	Q9LZZ7,A0A178VBN1
AT2G30240.1	O22920,A0A654EXH2
AT2G30780.1	O49343
AT5G43600.1	Q8VXY9,A0A5S9YBS7
AT2G43970.1	O80567-1
AT4G10920.1	O65155,Q0WP62
AT5G35560.1	A0A178UKD1,F4JZV9
AT4G14000.1	Q8VY62
AT1G51440.1	Q9C8J6,A0A7G2DX17
AT3G19370.1	A0A384KYY4,F4JB65
AT5G65200.1	Q9FJP6,A0A654GEQ4
AT2G42750.1	Q9SJI1,A0A178VN99
AT5G51920.1	Q9FGL6
AT5G42140.1	A0A1P8BCA2,A0A654G7D1
AT1G23390.1	Q9LDE3,C4PVQ8
AT2G46200.1	Q8VYD3,A0A5S9X7E5
AT1G80200.1	A0A654F1I6,F4HS38
AT5G45460.1	Q9FHJ0
AT5G45470.1	Q9FHI9
AT5G42320.1	F4K1I4
AT5G42340.1	Q681N2,A0A5S9YAF7
AT1G15080.1	Q9XI60,A0A7G2DTU4
AT3G53700.1	Q9LFF1
AT5G42400.1	A0A1P8BBK4,A0A654G783
AT3G24600.1	A0A384KMR3,Q9LV43
AT2G36610.1	Q4PSR7,A0A5S9X4P5
AT4G14280.1	Q1PE83
AT2G22410.1	Q9SJZ3,A0A654EV28,E3VTW6
AT2G24580.1	A0A5S9X114,Q53YK5,Q9SJA7
AT5G18310.2	A0A654G2S7,B9DGJ0
AT3G54440.3	A0A5S9XL18,F4JCX1
AT3G04560.1	Q9SR18
AT3G04580.1	Q9ZTP3,A0A178VKQ4
AT3G27220.1	Q9LK31,A0A178VGK2
AT4G35520.1	F4JN26
AT1G28330.5	B9DGG8-5,A0A654EDM5
AT1G10910.1	Q0WVV0
AT2G02480.1	O64728
AT2G17110.1	A0A178VUM9,F4IMF6
AT1G70650.2	A0A5S9WTH1,F4I6V2
AT1G27670.1	A0A7G2DZA1,Q9SFZ2
AT1G77370.1	Q9FVX1,A0A178WD77
AT1G25470.1	Q8GW17,A0A178WDZ8
AT5G50380.1	A0A178UQK7,F4K8Y6
AT3G03650.1	A0A654F560,Q9SS65
AT3G47410.1	A0A384LFM9,Q9STY2
AT5G24100.1	Q9FL63,A0A178U9E2
AT4G01840.1	Q9S6Z8
AT1G35620.1	Q94F09
AT3G06600.1	Q9C900,A0A178VEM7
AT1G65260.1	O80796
AT3G61170.1	Q9M2E7
AT5G44520.1	Q9FI13,A0A7G2FDF6
AT4G38190.1	Q9SZL9,A0A384KGF9,W8PV30
AT2G03010.1	F4IS76
AT1G34790.1	Q8VWG3,A0A654ER07
AT1G34770.1	Q8GUN4
AT3G12350.1	Q84WW1-1
AT1G67050.1	A0A178WAH3,Q9FZH6
AT3G05620.1	Q9M9W7,A0A178VCU2
AT5G37550.1	Q9FGI2
AT1G20970.1	F4HWC3
AT3G01910.1	Q9S850-1,A0A384KPJ8,Q0WWA1
AT1G11630.1	Q9SAB4,A0A178WI47
AT2G23770.1	O64825
AT3G16370.1	Q9LU14,A0A178V9X5
AT1G45130.1	Q9MAJ7
AT3G17380.1	F4J556
AT2G04940.1	A0A654EWZ5,Q9SI32
AT1G61600.1	A0A178WJ03,Q9SY90
AT3G20015.1	Q9LHE3,A0A178VJL3
AT3G10140.1	Q8RY99
AT3G48120.1	Q6NQC3
AT2G31070.1	O82277,A0A654EZ53
AT1G73810.1	Q9C9T1
AT4G11110.1	Q9T014
AT5G56320.1	Q9FMA0,A0A178UPM6
AT3G61080.1	Q9LEW8
AT1G26900.1	Q9ZVG8
AT5G61490.1	A0A5S9YG26,Q9FKH0
AT3G55830.1	Q9LY62,A0A178VJT0
AT5G16140.1	Q9LF14
AT1G61770.1	Q8GUN6,A0A178WMR2
AT2G38780.1	F4ITX5
AT5G24920.1	Q3E965
AT2G04860.1	Q9SJ73
AT4G32060.1	Q9SZ45-1,A0A654FUT3
AT1G20370.1	A0A654EMB0,Q9LN29
AT5G42650.1	Q96242
AT1G23360.1	Q3ED65-1,A0A178WIW5
AT5G01660.1	F4K9G6
AT1G18850.1	A0A178WBE8,Q9M9V4
AT1G03370.1	Q9ZVT9,A0A654EBF6
AT1G77380.1	Q39134,A0A178W3U1
AT5G40270.1	Q9FL05,A0A654G6R4
AT5G40290.1	A0A178UIR9,F4KHB6
AT5G42220.1	A0A654G776,Q8L745
AT4G00895.1	Q8W481
AT4G00940.1	Q9M161
AT3G25430.1	Q8W4C3,A0A7G2ERY2
AT5G19970.1	A0A178UP49,Q3E9A9
AT5G57160.1	Q9LL84,A0A5S9YH46
AT3G28640.1	Q9LJJ1,A0A5S9XGN2
AT3G28660.1	Q9LJI9,A0A654FBI9
AT2G38580.1	Q682E1
AT2G38570.1	F4IT02
AT2G38550.1	Q9ZVH7,A0A178VTJ1
AT1G20810.1	Q9LM71,A0A178WBJ6
AT3G02260.1	Q9SRU2
AT2G19710.1	F4ITF9
AT5G04360.1	Q8GTR4
AT5G40300.1	A0A654G6N5,Q9FNE8
AT5G63950.1	Q8W103
AT5G07790.1	Q9FF13
AT3G62280.1	Q6NLP7,A0A178VCW5
AT4G19150.1	Q8GX17
AT5G65687.1	Q6NMN6
AT5G65520.1	A0A178UQ48,Q9LSM3
AT3G18370.1	Q93ZM0,A0A384KVL8
AT3G25950.1	A0A384K9C5,Q6DR02
AT5G51170.1	A0A178URF1,Q9LU57
AT1G76080.1	Q9SGS4,A0A178WHK1
AT1G14280.1	Q9M9T4,A0A7G2DSS7
AT1G49430.1	Q9XIA9,A0A178W3L9
AT2G31290.1	A0A5S9X342,Q9SJW7
AT5G16290.1	Q9FFF4
AT4G08690.1	A0A384KFQ3,O22270
AT3G46550.1	Q9SNC3,A0A5S9XK06
AT3G46540.1	A0A384KSF8,Q9SNC4
AT3G24050.1	Q8LAU9,A0A384KMY5,Q2HIT4
AT3G24715.1	Q9LRY7
AT1G58100.1	Q9C518-1
AT5G51670.1	A0A5S9YE90,Q9LTD7
AT1G53570.1	F4HRJ4-1,A0A178WAP6
AT1G01470.1	O03983,A0A178W160
AT1G02140.1	O23676,A0A178WA48
AT4G27380.1	A0A178V2S0,O81841
AT3G18970.1	Q9LJ69,A0A178VB66
AT1G29630.2	Q8L6Z7-1
AT1G32340.1	Q9LQM5
AT5G38610.1	Q9FFW0
AT2G17280.1	Q8GY96
AT5G25940.1	A0A178U994,Q9XGZ3
AT2G33630.1	A0A654EYI3,O22813
AT2G40190.1	Q9XEE9-1,A0A384LKU0,W8PUX5
AT2G06200.1	Q9ZQ12,A0A178VWJ6
AT3G15120.1	F4IXH3
AT4G21960.1	Q9SB81,A0A654FRS5
AT1G13680.1	Q9LMX9,A0A178W5M8
AT1G18680.1	Q9M9T9,A0A7G2DRJ9
AT2G30320.1	O22928
AT1G22750.4	A0A654EC38,O64379
AT1G22860.1	F4I312
AT1G22882.1	F4I316
AT3G51580.2	F4J4F8
AT5G54530.1	A0A178UM95,Q8GYV1
AT2G43400.1	O22854,A0A178VYB8
AT5G50360.1	Q9FK36,A0A654G9Q5
